"import_id","id","empid","age","agegroup","attrition","businesstravel","dailyrate","department","distancefromhome","education","educationfield","employeecount","employeenumber","environmentsatisfaction","gender","hourlyrate","jobinvolvement","joblevel","jobrole","jobsatisfaction","maritalstatus","monthlyincome","salaryslab","monthlyrate","numcompaniesworked","over18","overtime","percentsalaryhike","performancerating","relationshipsatisfaction","standardhours","stockoptionlevel","totalworkingyears","trainingtimeslastyear","worklifebalance","yearsatcompany","yearsincurrentrole","yearssincelastpromotion","yearswithcurrmanager","managertenuremissing","attritionflag","tenuregroup","ishighearner","longcommute","salarymin","salarymax"
"662","662","105","35","NULL","0","Travel_Rarely","1214","Research & Development","1","3","Medical","1","105","2","Male","30","2","1","Research Scientist","3","NULL","2859","5000.0000","26278","1","1","0","0.1800","3","1","80","0","6.0000","3","0.0300","6","4","0","4","0","0","NULL","0","0","5000.0000","5000.0000"
"663","663","204","35","NULL","0","Travel_Rarely","662","Sales","1","5","Marketing","1","204","3","Male","94","3","3","Sales Executive","2","NULL","7295","NULL","11439","1","1","0","0.1300","3","1","80","2","10.0000","3","0.0300","10","8","0","6","0","0","NULL","1","0","5000.0000","10000.0000"
"664","664","261","35","NULL","1","Travel_Rarely","556","Research & Development","23","2","Life Sciences","1","261","2","Male","50","2","2","Manufacturing Director","3","NULL","5916","NULL","15497","3","1","1","0.1300","3","1","80","0","8.0000","1","0.0300","1","0","0","1","0","1","NULL","1","0","5000.0000","10000.0000"
"665","665","269","35","NULL","0","Travel_Frequently","138","Research & Development","2","3","Medical","1","269","2","Female","37","3","2","Laboratory Technician","2","NULL","4425","5000.0000","15986","5","1","0","0.1100","3","4","80","0","10.0000","5","0.0300","6","2","1","2","0","0","NULL","0","0","5000.0000","5000.0000"
"666","666","314","35","NULL","0","Travel_Frequently","944","Sales","1","3","Marketing","1","314","3","Female","92","3","3","Sales Executive","3","NULL","8789","NULL","9096","1","1","0","0.1400","3","1","80","0","10.0000","3","0.0400","10","7","0","8","0","0","NULL","1","0","5000.0000","10000.0000"
"667","667","381","35","NULL","0","Travel_Rarely","1315","Research & Development","22","3","Life Sciences","1","381","2","Female","71","4","3","Manager","2","NULL","11996","NULL","19100","7","1","0","0.1800","3","2","80","1","10.0000","6","0.0200","7","7","6","2","0","0","NULL","1","0","10000.0000","15000.0000"
"668","668","406","35","NULL","0","Travel_Rarely","1232","Sales","16","3","Marketing","1","406","3","Male","96","3","3","Sales Executive","2","NULL","8020","NULL","5100","0","1","0","0.1500","3","3","80","2","12.0000","3","0.0200","11","9","6","9","0","0","10.0","1","0","5000.0000","10000.0000"
"669","669","464","35","NULL","0","Travel_Rarely","1296","Research & Development","5","4","Technical Degree","1","464","3","Male","62","3","3","Manufacturing Director","2","NULL","8095","NULL","18264","0","1","0","0.1300","3","4","80","0","17.0000","5","0.0300","16","6","0","13","0","0","10.0","1","0","5000.0000","10000.0000"
"670","670","496","35","NULL","0","Travel_Rarely","755","Research & Development","9","4","Life Sciences","1","496","3","Male","97","2","2","Healthcare Representative","2","NULL","6540","NULL","19394","9","1","0","0.1900","3","3","80","0","10.0000","5","0.0300","1","1","0","0","0","0","NULL","1","0","5000.0000","10000.0000"
"671","671","577","35","NULL","0","Travel_Rarely","144","Research & Development","22","3","Life Sciences","1","577","4","Male","46","1","1","Laboratory Technician","3","NULL","4230","5000.0000","19225","0","1","0","0.1500","3","3","80","0","6.0000","2","0.0300","5","4","4","3","0","0","NULL","0","0","5000.0000","5000.0000"
"672","672","586","35","NULL","0","Travel_Rarely","1276","Research & Development","16","3","Life Sciences","1","586","4","Male","72","3","3","Healthcare Representative","3","NULL","7632","NULL","14295","4","1","1","0.1200","3","3","80","0","10.0000","2","0.0300","8","7","0","0","0","0","NULL","1","0","5000.0000","10000.0000"
"673","673","600","35","NULL","0","Travel_Rarely","619","Sales","1","3","Marketing","1","600","2","Male","85","3","2","Sales Executive","3","NULL","4717","5000.0000","18659","9","1","0","0.1100","3","3","80","0","15.0000","2","0.0300","11","9","6","9","0","0","10.0","0","0","5000.0000","5000.0000"
"674","674","620","35","NULL","0","Travel_Rarely","195","Sales","1","3","Medical","1","620","1","Female","80","3","2","Sales Executive","3","NULL","4859","5000.0000","6698","1","1","0","0.1600","3","4","80","0","5.0000","3","0.0300","5","4","0","3","0","0","NULL","0","0","5000.0000","5000.0000"
"675","675","652","35","NULL","0","Travel_Rarely","538","Research & Development","25","2","Other","1","652","1","Male","54","2","2","Laboratory Technician","4","NULL","3681","5000.0000","14004","4","1","0","0.1400","3","4","80","0","9.0000","3","0.0300","3","2","0","2","0","0","NULL","0","0","5000.0000","5000.0000"
"676","676","691","35","NULL","0","Travel_Rarely","1017","Research & Development","6","4","Life Sciences","1","691","2","Male","82","1","2","Research Scientist","4","NULL","6646","NULL","19368","1","1","0","0.1300","3","2","80","0","17.0000","3","0.0300","17","11","11","8","0","0","10.0","1","0","5000.0000","10000.0000"
"677","677","704","35","NULL","0","Non-Travel","727","Research & Development","3","3","Life Sciences","1","704","3","Male","41","2","1","Laboratory Technician","3","NULL","1281","5000.0000","16900","1","1","0","0.1800","3","3","80","2","1.0000","3","0.0300","1","0","0","0","0","0","NULL","0","0","5000.0000","5000.0000"
"678","678","771","35","NULL","0","Non-Travel","1225","Research & Development","2","4","Life Sciences","1","771","4","Female","61","3","2","Healthcare Representative","1","NULL","5093","NULL","4761","2","1","0","0.1100","3","1","80","1","16.0000","2","0.0400","1","0","0","0","0","0","NULL","1","0","5000.0000","10000.0000"
"679","679","805","35","NULL","0","Travel_Rarely","384","Sales","8","4","Life Sciences","1","805","1","Female","72","3","1","Sales Representative","4","NULL","2572","5000.0000","20317","1","1","0","0.1600","3","2","80","1","3.0000","1","0.0200","3","2","0","2","0","0","NULL","0","0","5000.0000","5000.0000"
"680","680","826","35","NULL","0","Travel_Rarely","1258","Research & Development","1","4","Life Sciences","1","826","4","Female","40","4","1","Research Scientist","3","NULL","2506","5000.0000","13301","3","1","0","0.1300","3","3","80","0","7.0000","0","0.0300","2","2","2","2","0","0","NULL","0","0","5000.0000","5000.0000"
"681","681","845","35","NULL","0","Travel_Rarely","950","Research & Development","7","3","Other","1","845","3","Male","59","3","3","Manufacturing Director","3","NULL","10221","NULL","18869","3","1","0","0.2100","4","2","80","0","17.0000","3","0.0400","8","5","1","6","0","0","NULL","1","0","10000.0000","15000.0000"
"682","682","856","35","NULL","0","Travel_Rarely","1343","Research & Development","27","1","Medical","1","856","3","Female","53","2","1","Research Scientist","1","NULL","2559","5000.0000","17852","1","1","0","0.1100","3","4","80","0","6.0000","3","0.0200","6","5","1","1","0","0","NULL","0","0","5000.0000","5000.0000"
"683","683","880","35","NULL","0","Travel_Rarely","607","Research & Development","9","3","Life Sciences","1","880","4","Female","66","2","3","Manufacturing Director","3","NULL","10685","NULL","23457","1","1","1","0.2000","4","2","80","1","17.0000","2","0.0300","17","14","5","15","0","0","10.0","1","0","10000.0000","15000.0000"
"684","684","881","35","NULL","1","Travel_Frequently","130","Research & Development","25","4","Life Sciences","1","881","4","Female","96","3","1","Research Scientist","2","NULL","2022","5000.0000","16612","1","1","1","0.1900","3","1","80","1","10.0000","3","0.0200","10","2","7","8","0","1","NULL","0","0","5000.0000","5000.0000"
"685","685","899","35","NULL","0","Travel_Rarely","672","Research & Development","25","3","Technical Degree","1","899","4","Male","78","2","3","Manufacturing Director","2","NULL","10903","NULL","9129","3","1","0","0.1600","3","1","80","0","16.0000","2","0.0300","13","10","4","8","0","0","10.0","1","0","10000.0000","15000.0000"
"686","686","942","35","NULL","0","Travel_Rarely","1137","Research & Development","21","1","Life Sciences","1","942","4","Female","51","3","2","Healthcare Representative","4","NULL","4014","5000.0000","19170","1","1","1","0.2500","4","4","80","1","10.0000","2","0.0100","10","6","0","7","0","0","NULL","0","0","5000.0000","5000.0000"
"687","687","975","35","NULL","0","Travel_Rarely","1219","Sales","18","3","Medical","1","975","3","Female","86","3","2","Sales Executive","3","NULL","4601","5000.0000","6179","1","1","0","0.1600","3","2","80","0","5.0000","3","0.0300","5","2","1","0","0","0","NULL","0","0","5000.0000","5000.0000"
"688","688","984","35","NULL","0","Travel_Rarely","882","Sales","3","4","Life Sciences","1","984","4","Male","92","3","3","Sales Executive","4","NULL","7823","NULL","6812","6","1","0","0.1300","3","2","80","1","12.0000","2","0.0300","10","9","0","8","0","0","NULL","1","0","5000.0000","10000.0000"
"689","689","1010","35","NULL","1","Travel_Rarely","622","Research & Development","14","4","Other","1","1010","3","Male","39","2","1","Laboratory Technician","2","NULL","3743","5000.0000","10074","1","1","1","0.2400","4","4","80","1","5.0000","2","0.0100","4","2","0","2","0","1","NULL","0","0","5000.0000","5000.0000"
"690","690","1014","35","NULL","0","Travel_Rarely","583","Research & Development","25","4","Medical","1","1014","3","Female","57","3","3","Healthcare Representative","3","NULL","10388","NULL","6975","1","1","1","0.1100","3","3","80","1","16.0000","3","0.0200","16","10","10","1","0","0","10.0","1","0","10000.0000","15000.0000"
"691","691","1028","35","NULL","0","Travel_Rarely","802","Research & Development","10","3","Other","1","1028","2","Male","45","3","1","Laboratory Technician","4","NULL","3917","5000.0000","9541","1","1","0","0.2000","4","1","80","1","3.0000","4","0.0200","3","2","1","2","0","0","NULL","0","0","5000.0000","5000.0000"
"692","692","1100","35","NULL","1","Travel_Rarely","1204","Sales","4","3","Technical Degree","1","1100","4","Male","86","3","3","Sales Executive","1","NULL","9582","NULL","10333","0","1","1","0.2200","4","1","80","0","9.0000","2","0.0300","8","7","4","7","0","1","NULL","1","0","5000.0000","10000.0000"
"693","693","1137","35","NULL","0","Travel_Frequently","1182","Sales","11","2","Marketing","1","1137","4","Male","54","3","2","Sales Executive","4","NULL","4968","5000.0000","18500","1","1","0","0.1100","3","4","80","1","5.0000","3","0.0300","5","2","0","2","0","0","NULL","1","0","5000.0000","5000.0000"
"694","694","1164","35","NULL","0","Travel_Rarely","528","Human Resources","8","4","Technical Degree","1","1164","3","Male","100","3","1","Human Resources","3","NULL","4323","5000.0000","7108","1","1","0","0.1700","3","2","80","0","6.0000","2","0.0100","5","4","1","4","0","0","NULL","0","0","5000.0000","5000.0000"
"695","695","1172","35","NULL","0","Travel_Rarely","982","Research & Development","1","4","Medical","1","1172","4","Male","58","2","1","Laboratory Technician","3","NULL","2258","5000.0000","16340","6","1","0","0.1200","3","2","80","1","10.0000","2","0.0300","8","0","1","7","0","0","NULL","0","0","5000.0000","5000.0000"
"696","696","1182","35","NULL","0","Travel_Rarely","819","Research & Development","2","3","Life Sciences","1","1182","3","Male","44","2","3","Manufacturing Director","2","NULL","10274","NULL","19588","2","1","0","0.1800","3","2","80","1","15.0000","2","0.0400","7","7","6","4","0","0","NULL","1","0","10000.0000","15000.0000"
"697","697","1185","35","NULL","0","Travel_Frequently","636","Research & Development","4","4","Other","1","1185","4","Male","47","2","1","Laboratory Technician","4","NULL","2376","5000.0000","26537","1","1","0","0.1300","3","2","80","1","2.0000","2","0.0400","2","2","2","2","0","0","NULL","0","0","5000.0000","5000.0000"
"698","698","1218","35","NULL","0","Travel_Rarely","1361","Sales","17","4","Life Sciences","1","1218","3","Male","94","3","2","Sales Executive","1","NULL","8966","NULL","21026","3","1","1","0.1500","3","4","80","3","15.0000","2","0.0300","7","7","1","7","0","0","NULL","1","0","5000.0000","10000.0000"
"699","699","1243","35","NULL","0","Non-Travel","1212","Sales","8","2","Marketing","1","1243","3","Female","78","2","3","Sales Executive","4","NULL","10377","NULL","13755","4","1","1","0.1100","3","2","80","1","16.0000","6","0.0200","13","2","4","12","0","0","10.0","1","0","10000.0000","15000.0000"
"700","700","1291","35","NULL","0","Travel_Rarely","735","Research & Development","6","1","Life Sciences","1","1291","3","Male","66","3","1","Research Scientist","3","NULL","3506","5000.0000","6020","0","1","1","0.1400","3","4","80","0","4.0000","3","0.0300","3","2","2","2","0","0","NULL","0","0","5000.0000","5000.0000"
"701","701","1350","35","NULL","0","Travel_Frequently","482","Research & Development","4","4","Life Sciences","1","1350","3","Male","87","3","2","Research Scientist","3","NULL","4249","5000.0000","2690","1","1","1","0.1100","3","2","80","0","9.0000","3","0.0300","9","6","1","1","0","0","NULL","0","0","5000.0000","5000.0000"
"702","702","1369","35","NULL","0","Travel_Rarely","817","Research & Development","1","3","Medical","1","1369","4","Female","60","2","2","Laboratory Technician","4","NULL","5363","NULL","10846","0","1","0","0.1200","3","2","80","1","10.0000","0","0.0300","9","7","0","0","0","0","NULL","1","0","5000.0000","10000.0000"
"703","703","1380","35","NULL","1","Travel_Frequently","662","Sales","18","4","Marketing","1","1380","4","Female","67","3","2","Sales Executive","3","NULL","4614","5000.0000","23288","0","1","1","0.1800","3","3","80","1","5.0000","0","0.0200","4","2","3","2","0","1","NULL","0","0","5000.0000","5000.0000"
"704","704","1412","35","NULL","0","Travel_Frequently","200","Research & Development","18","2","Life Sciences","1","1412","3","Male","60","3","3","Manufacturing Director","4","NULL","9362","NULL","19944","2","1","0","0.1100","3","3","80","0","10.0000","2","0.0300","2","2","2","2","0","0","NULL","1","0","5000.0000","10000.0000"
"705","705","1492","35","NULL","0","Travel_Rarely","660","Sales","7","1","Life Sciences","1","1492","4","Male","76","3","1","Sales Representative","3","NULL","2404","5000.0000","16192","1","1","0","0.1300","3","1","80","1","1.0000","3","0.0300","1","0","0","0","0","0","NULL","0","0","5000.0000","5000.0000"
"706","706","1529","35","NULL","0","Travel_Rarely","1029","Research & Development","16","3","Life Sciences","1","1529","4","Female","91","2","3","Healthcare Representative","2","NULL","8606","NULL","21195","1","1","0","0.1900","3","4","80","0","11.0000","3","0.0100","11","8","3","3","0","0","10.0","1","0","5000.0000","10000.0000"
"707","707","1554","35","NULL","0","Travel_Rarely","1402","Sales","28","4","Life Sciences","1","1554","2","Female","98","2","1","Sales Representative","3","NULL","2430","5000.0000","26204","0","1","0","0.2300","4","1","80","2","6.0000","5","0.0300","5","3","4","2","0","0","NULL","0","0","5000.0000","5000.0000"
"708","708","1564","35","NULL","0","Travel_Rarely","992","Research & Development","1","3","Medical","1","1564","4","Male","68","2","1","Laboratory Technician","1","NULL","2450","5000.0000","21731","1","1","0","0.1900","3","2","80","0","3.0000","3","0.0300","3","0","1","2","0","0","NULL","0","0","5000.0000","5000.0000"
"709","709","1569","35","NULL","1","Travel_Rarely","104","Research & Development","2","3","Life Sciences","1","1569","1","Female","69","3","1","Laboratory Technician","1","NULL","2074","5000.0000","26619","1","1","1","0.1200","3","4","80","1","1.0000","2","0.0300","1","0","0","0","0","1","NULL","0","0","5000.0000","5000.0000"
"710","710","1587","35","NULL","0","Travel_Rarely","670","Research & Development","10","4","Medical","1","1587","1","Female","51","3","2","Healthcare Representative","3","NULL","6142","NULL","4223","3","1","1","0.1600","3","3","80","0","10.0000","4","0.0300","5","2","0","4","0","0","NULL","1","0","5000.0000","10000.0000"
"711","711","1596","35","NULL","0","Travel_Rarely","750","Research & Development","28","3","Life Sciences","1","1596","2","Male","46","4","2","Laboratory Technician","3","NULL","3407","5000.0000","25348","1","1","0","0.1700","3","4","80","2","10.0000","3","0.0200","10","9","6","8","0","0","NULL","0","0","5000.0000","5000.0000"
"712","712","1601","35","NULL","0","Travel_Rarely","1349","Research & Development","7","2","Life Sciences","1","1601","3","Male","63","2","1","Laboratory Technician","4","NULL","2690","5000.0000","7713","1","1","0","0.1800","3","4","80","1","1.0000","5","0.0200","1","0","0","1","0","0","NULL","0","0","5000.0000","5000.0000"
"713","713","1621","35","NULL","0","Travel_Rarely","819","Research & Development","18","5","Life Sciences","1","1621","2","Male","48","4","2","Research Scientist","1","NULL","5208","NULL","26312","1","1","0","0.1100","3","4","80","0","16.0000","2","0.0300","16","15","1","10","0","0","10.0","1","0","5000.0000","10000.0000"
"714","714","1630","35","NULL","0","Non-Travel","208","Research & Development","8","4","Life Sciences","1","1630","3","Female","52","3","2","Healthcare Representative","3","NULL","4148","5000.0000","12250","1","1","0","0.1200","3","4","80","1","15.0000","5","0.0300","14","11","2","9","0","0","10.0","0","0","5000.0000","5000.0000"
"715","715","1639","35","NULL","1","Travel_Rarely","737","Sales","10","3","Medical","1","1639","4","Male","55","2","3","Sales Executive","1","NULL","10306","NULL","21530","9","1","0","0.1700","3","3","80","0","15.0000","3","0.0300","13","12","6","0","0","1","10.0","1","0","10000.0000","15000.0000"
"716","716","1645","35","NULL","1","Travel_Rarely","763","Sales","15","2","Medical","1","1645","1","Male","59","1","2","Sales Executive","4","NULL","5440","NULL","22098","6","1","1","0.1400","3","4","80","2","7.0000","2","0.0200","2","2","2","2","0","1","NULL","1","0","5000.0000","10000.0000"
"717","717","1667","35","NULL","1","Travel_Frequently","880","Sales","12","4","Other","1","1667","4","Male","36","3","2","Sales Executive","4","NULL","4581","5000.0000","10414","3","1","1","0.2400","4","1","80","0","13.0000","2","0.0400","11","9","6","7","0","1","10.0","0","0","5000.0000","5000.0000"
"718","718","1704","35","NULL","0","Travel_Frequently","146","Research & Development","2","4","Medical","1","1704","1","Male","79","2","1","Research Scientist","4","NULL","4930","5000.0000","13970","0","1","1","0.1400","3","3","80","0","6.0000","2","0.0400","5","4","1","4","0","0","NULL","1","0","5000.0000","5000.0000"
"719","719","1728","35","NULL","0","Travel_Rarely","1370","Research & Development","27","4","Life Sciences","1","1728","4","Male","49","3","2","Manufacturing Director","3","NULL","6883","NULL","5151","2","1","0","0.1600","3","2","80","1","17.0000","3","0.0300","7","7","0","7","0","0","NULL","1","0","5000.0000","10000.0000"
"720","720","1797","35","NULL","1","Travel_Rarely","303","Sales","27","3","Life Sciences","1","1797","3","Male","84","3","2","Sales Executive","4","NULL","5813","NULL","13492","1","1","1","0.1800","3","4","80","0","10.0000","2","0.0300","10","7","7","7","0","1","NULL","1","0","5000.0000","10000.0000"
"721","721","1804","35","NULL","0","Non-Travel","1180","Research & Development","2","2","Medical","1","1804","2","Male","90","3","2","Manufacturing Director","4","NULL","5762","NULL","24442","2","1","0","0.1400","3","3","80","1","15.0000","6","0.0300","7","7","1","7","0","0","NULL","1","0","5000.0000","10000.0000"
"722","722","1826","35","NULL","0","Travel_Rarely","185","Research & Development","23","4","Medical","1","1826","2","Male","91","1","1","Laboratory Technician","3","NULL","2705","5000.0000","9696","0","1","0","0.1600","3","2","80","1","6.0000","2","0.0400","5","4","0","3","0","0","NULL","0","0","5000.0000","5000.0000"
"723","723","1886","35","NULL","0","Travel_Rarely","219","Research & Development","16","2","Other","1","1886","4","Female","44","2","2","Manufacturing Director","2","NULL","4788","5000.0000","25388","0","1","1","0.1100","3","4","80","0","4.0000","2","0.0300","3","2","0","2","0","0","NULL","0","0","5000.0000","5000.0000"
"724","724","1945","35","NULL","0","Travel_Rarely","682","Sales","18","4","Medical","1","1945","2","Male","71","3","2","Sales Executive","1","NULL","5561","NULL","15975","0","1","0","0.1600","3","4","80","1","6.0000","2","0.0100","5","3","0","4","0","0","NULL","1","0","5000.0000","10000.0000"
"725","725","1962","35","NULL","0","Travel_Rarely","1224","Sales","7","4","Life Sciences","1","1962","3","Female","55","3","2","Sales Executive","4","NULL","5204","NULL","13586","1","1","1","0.1100","3","4","80","0","10.0000","2","0.0300","10","8","0","9","0","0","NULL","1","0","5000.0000","10000.0000"
"726","726","2003","35","NULL","0","Travelrarely","1490","Research & Development","11","4","Medical","1","2003","4","Male","43","3","1","Laboratory Technician","3","NULL","2660","5000.0000","20232","7","1","1","0.1100","3","3","80","1","5.0000","3","0.0300","2","2","2","2","0","0","NULL","0","0","5000.0000","5000.0000"
"727","727","2008","35","NULL","0","Travel_Rarely","1395","Research & Development","9","4","Medical","1","2008","2","Male","48","3","2","Research Scientist","3","NULL","5098","NULL","18698","1","1","0","0.1900","3","2","80","0","10.0000","5","0.0300","10","7","0","8","0","0","NULL","1","0","5000.0000","10000.0000"
"728","728","2040","35","NULL","0","Travel_Rarely","1146","Human Resources","26","4","Life Sciences","1","2040","3","Female","31","3","3","Human Resources","4","NULL","8837","NULL","16642","1","1","1","0.1600","3","3","80","0","9.0000","2","0.0300","9","0","1","7","0","0","NULL","1","0","5000.0000","10000.0000"
"729","729","2049","35","NULL","0","Travel_Frequently","1199","Research & Development","18","4","Life Sciences","1","2049","3","Male","80","3","2","Healthcare Representative","3","NULL","5689","NULL","24594","1","1","1","0.1400","3","4","80","2","10.0000","2","0.0400","10","2","0","2","0","0","NULL","1","0","5000.0000","10000.0000"
"730","730","2052","35","NULL","0","Travel_Rarely","287","Research & Development","1","4","Life Sciences","1","2052","3","Female","62","1","1","Research Scientist","4","NULL","2977","5000.0000","8952","1","1","0","0.1200","3","4","80","1","4.0000","5","0.0300","4","3","1","1","0","0","NULL","0","0","5000.0000","5000.0000"
"731","731","13","36","NULL","0","Travel_Rarely","1299","Research & Development","27","3","Medical","1","13","3","Male","94","3","2","Healthcare Representative","3","NULL","5237","NULL","16577","6","1","0","0.1300","3","2","80","2","17.0000","3","0.0200","7","7","7","7","0","0","NULL","1","0","5000.0000","10000.0000"
"732","732","27","36","NULL","1","Travel_Rarely","1218","Sales","9","4","Life Sciences","1","27","3","Male","82","2","1","Sales Representative","1","NULL","3407","5000.0000","6986","7","1","0","0.2300","4","2","80","0","10.0000","4","0.0300","5","3","0","3","0","1","NULL","0","0","5000.0000","5000.0000"
"733","733","51","36","NULL","0","Travel_Rarely","852","Research & Development","5","4","Life Sciences","1","51","2","Female","82","2","1","Research Scientist","1","NULL","3419","5000.0000","13072","9","1","1","0.1400","3","4","80","1","6.0000","3","0.0400","1","1","0","0","0","0","NULL","0","0","5000.0000","5000.0000"
"734","734","83","36","NULL","0","Travel_Rarely","1223","Research & Development","8","3","Technical Degree","1","83","3","Female","59","3","3","Healthcare Representative","3","NULL","10096","NULL","8202","1","1","0","0.1300","3","2","80","3","17.0000","2","0.0300","17","14","12","8","0","0","10.0","1","0","10000.0000","15000.0000"
"735","735","85","36","NULL","0","Travel_Frequently","1195","Research & Development","11","3","Life Sciences","1","85","2","Male","95","2","2","Manufacturing Director","2","NULL","6499","NULL","22656","1","1","0","0.1300","3","3","80","0","6.0000","3","0.0300","6","5","0","3","0","0","NULL","1","0","5000.0000","10000.0000"
"736","736","90","36","NULL","1","Travel_Rarely","318","Research & Development","9","3","Medical","1","90","4","Male","79","2","1","Research Scientist","3","NULL","3388","5000.0000","21777","0","1","1","0.1700","3","1","80","1","2.0000","0","0.0200","1","0","0","3","1","1","NULL","0","0","5000.0000","5000.0000"
"737","737","97","36","NULL","0","Travel_Rarely","132","Research & Development","6","3","Life Sciences","1","97","2","Female","55","4","1","Laboratory Technician","4","NULL","3038","5000.0000","22002","3","1","0","0.1200","3","2","80","0","5.0000","3","0.0300","1","0","0","3","1","0","NULL","0","0","5000.0000","5000.0000"
"738","738","154","36","NULL","0","Travel_Frequently","1467","Sales","11","2","Technical Degree","1","154","2","Female","92","3","3","Sales Executive","4","NULL","9738","NULL","22952","0","1","0","0.1400","3","3","80","1","10.0000","6","0.0300","9","7","2","8","0","0","NULL","1","0","5000.0000","10000.0000"
"739","739","155","36","NULL","0","Travel_Rarely","922","Research & Development","3","2","Life Sciences","1","155","1","Female","39","3","1","Laboratory Technician","4","NULL","2835","5000.0000","2561","5","1","0","0.2200","4","1","80","1","7.0000","2","0.0300","1","0","0","0","0","0","NULL","0","0","5000.0000","5000.0000"
"740","740","178","36","NULL","0","Travel_Rarely","216","Research & Development","6","2","Medical","1","178","2","Male","84","3","2","Manufacturing Director","2","NULL","4941","5000.0000","2819","6","1","0","0.2000","4","4","80","2","7.0000","0","0.0300","3","2","0","1","0","0","NULL","1","0","5000.0000","5000.0000"
"741","741","238","36","NULL","0","Travel_Frequently","1480","Research & Development","3","2","Medical","1","238","4","Male","30","3","1","Laboratory Technician","2","NULL","2088","5000.0000","15062","4","1","0","0.1200","3","3","80","0","13.0000","3","0.0200","8","7","7","2","0","0","NULL","0","0","5000.0000","5000.0000"
"742","742","286","36","NULL","0","Travel_Frequently","635","Research & Development","18","1","Medical","1","286","2","Female","73","3","1","Laboratory Technician","4","NULL","2153","5000.0000","7703","1","1","0","0.1300","3","1","80","0","8.0000","2","0.0300","8","1","1","3","1","0","NULL","0","0","5000.0000","5000.0000"
"743","743","304","36","NULL","0","Travel_Rarely","1396","Research & Development","5","2","Life Sciences","1","304","4","Male","62","3","2","Laboratory Technician","2","NULL","5914","NULL","9945","8","1","0","0.1600","3","4","80","0","16.0000","3","0.0400","13","11","3","7","0","0","10.0","1","0","5000.0000","10000.0000"
"744","744","373","36","NULL","0","Travel_Rarely","1403","Research & Development","6","3","Life Sciences","1","373","4","Male","47","3","1","Laboratory Technician","4","NULL","3210","5000.0000","20251","0","1","0","0.1100","3","3","80","1","16.0000","4","0.0300","15","13","10","11","0","0","10.0","0","0","5000.0000","5000.0000"
"745","745","397","36","NULL","0","Travel_Rarely","506","Research & Development","3","3","Technical Degree","1","397","3","Male","30","3","2","Research Scientist","2","NULL","4485","5000.0000","26285","4","1","0","0.1200","3","4","80","0","10.0000","2","0.0300","8","0","7","7","0","0","NULL","0","0","5000.0000","5000.0000"
"746","746","407","36","NULL","0","Travel_Frequently","566","Research & Development","18","4","Life Sciences","1","407","3","Male","81","4","1","Laboratory Technician","4","NULL","3688","5000.0000","7122","4","1","0","0.1800","3","4","80","2","4.0000","2","0.0300","1","0","0","0","0","0","NULL","0","0","5000.0000","5000.0000"
"747","747","419","36","NULL","0","Non-Travel","1105","Research & Development","24","4","Life Sciences","1","419","2","Female","47","3","2","Laboratory Technician","2","NULL","5674","NULL","6927","7","1","0","0.1500","3","3","80","1","11.0000","3","0.0300","9","8","0","8","0","0","NULL","1","0","5000.0000","10000.0000"
"748","748","479","36","NULL","0","Non-Travel","845","Sales","1","5","Medical","1","479","4","Female","45","3","2","Sales Executive","4","NULL","6653","NULL","15276","4","1","0","0.1500","3","2","80","0","7.0000","6","0.0300","1","0","0","3","1","0","NULL","1","0","5000.0000","10000.0000"
"749","749","481","36","NULL","0","Travel_Frequently","541","Sales","3","4","Medical","1","481","1","Male","48","2","3","Sales Executive","4","NULL","9699","NULL","7246","4","1","0","0.1100","3","1","80","1","16.0000","2","0.0300","13","9","1","3","1","0","10.0","1","0","5000.0000","10000.0000"
"750","750","501","36","NULL","0","Travel_Rarely","329","Research & Development","2","3","Life Sciences","1","501","4","Female","96","3","1","Research Scientist","3","NULL","2543","5000.0000","11868","4","1","0","0.1300","3","2","80","1","6.0000","3","0.0300","2","2","2","2","0","0","NULL","0","0","5000.0000","5000.0000"
"751","751","513","36","NULL","0","Travel_Rarely","164","Sales","2","2","Medical","1","513","2","Male","61","2","3","Sales Executive","3","NULL","7596","NULL","3809","1","1","0","0.1300","3","2","80","2","10.0000","2","0.0300","10","9","9","0","0","0","NULL","1","0","5000.0000","10000.0000"
"752","752","592","36","NULL","0","Non-Travel","635","Sales","10","4","Medical","1","592","2","Male","32","3","3","Sales Executive","4","NULL","9980","NULL","15318","1","1","0","0.1400","3","4","80","0","10.0000","3","0.0200","10","3","9","7","0","0","NULL","1","0","5000.0000","10000.0000"
"753","753","699","36","NULL","0","Travel_Rarely","913","Research & Development","9","2","Medical","1","699","2","Male","48","2","2","Manufacturing Director","2","NULL","8847","NULL","13934","2","1","1","0.1100","3","3","80","1","13.0000","2","0.0300","3","2","0","2","0","0","NULL","1","0","5000.0000","10000.0000"
"754","754","742","36","NULL","0","Non-Travel","427","Research & Development","8","3","Life Sciences","1","742","1","Female","63","4","3","Research Director","1","NULL","11713","NULL","20335","9","1","0","0.1400","3","1","80","1","10.0000","2","0.0300","8","7","0","5","0","0","NULL","1","0","10000.0000","15000.0000"
